# Region     : all 
# Cells      : 4096
# Volume     : 1.440000e-11
# Time       	max(T)	max(OH)	max(O)	max(p)	max(U)
0            	3.000000e+02	1.000000e+05	(0.000000e+00 0.000000e+00 0.000000e+00)
0.00051566   	1.539150e+03	1.187970e-03	5.102370e-04	1.007380e+05	(1.096040e+00 2.638480e+00 0.000000e+00)
0.00051586   	1.539630e+03	1.186560e-03	5.088290e-04	1.008440e+05	(1.351580e+00 2.613510e+00 0.000000e+00)
0.00051606   	1.540180e+03	1.184240e-03	5.069710e-04	1.007940e+05	(1.282970e+00 2.717430e+00 0.000000e+00)
0.00051626   	1.540670e+03	1.181480e-03	5.050400e-04	1.008410e+05	(1.243310e+00 2.598410e+00 0.000000e+00)
0.00051646   	1.541000e+03	1.178680e-03	5.033310e-04	1.009740e+05	(1.208840e+00 2.189530e+00 0.000000e+00)
0.00051666   	1.541120e+03	1.176110e-03	5.020180e-04	1.011110e+05	(9.639980e-01 1.513170e+00 0.000000e+00)
0.00051686   	1.540990e+03	1.173930e-03	5.011100e-04	1.012160e+05	(6.627150e-01 7.298840e-01 0.000000e+00)
0.00051706   	1.540590e+03	1.172140e-03	5.006230e-04	1.012380e+05	(7.650590e-01 8.391200e-01 0.000000e+00)
0.00051726   	1.539890e+03	1.170880e-03	5.005630e-04	1.011500e+05	(1.357120e+00 1.291790e+00 0.000000e+00)
0.00051746   	1.538810e+03	1.170170e-03	5.009610e-04	1.009650e+05	(1.985350e+00 1.944260e+00 0.000000e+00)
0.00051766   	1.537420e+03	1.170150e-03	5.018640e-04	1.007440e+05	(2.435880e+00 2.409160e+00 0.000000e+00)
0.00051786   	1.535880e+03	1.170920e-03	5.032610e-04	1.008960e+05	(2.720850e+00 2.673420e+00 0.000000e+00)
0.00051806   	1.534330e+03	1.172450e-03	5.050320e-04	1.009230e+05	(2.934070e+00 2.750340e+00 0.000000e+00)
0.00051826   	1.532910e+03	1.174630e-03	5.070130e-04	1.009600e+05	(2.998780e+00 2.664440e+00 0.000000e+00)
0.00051846   	1.531590e+03	1.177010e-03	5.089620e-04	1.009200e+05	(2.797670e+00 2.879130e+00 0.000000e+00)
0.00051866   	1.530290e+03	1.179220e-03	5.106480e-04	1.007070e+05	(2.663660e+00 2.855010e+00 0.000000e+00)
0.00051886   	1.529110e+03	1.180880e-03	5.119040e-04	1.003300e+05	(3.427980e+00 2.632660e+00 0.000000e+00)
0.00051906   	1.528000e+03	1.181830e-03	5.127020e-04	9.999920e+04	(4.004910e+00 2.349810e+00 0.000000e+00)
0.00051926   	1.526930e+03	1.182050e-03	5.130800e-04	9.999880e+04	(4.199220e+00 2.123030e+00 0.000000e+00)
0.00051946   	1.526210e+03	1.182370e-03	5.133320e-04	9.999880e+04	(3.931310e+00 1.736670e+00 0.000000e+00)
0.00051966   	1.525440e+03	1.182210e-03	5.133590e-04	9.999910e+04	(3.241170e+00 1.196870e+00 0.000000e+00)
0.00051986   	1.524690e+03	1.181660e-03	5.132350e-04	9.999980e+04	(2.233180e+00 7.127750e-01 0.000000e+00)
0.00052006   	1.524110e+03	1.180990e-03	5.130500e-04	1.000760e+05	(1.094530e+00 6.676760e-01 0.000000e+00)
0.00052026   	1.524010e+03	1.180970e-03	5.129900e-04	1.001710e+05	(6.610830e-01 1.164380e+00 0.000000e+00)
0.00052046   	1.524110e+03	1.180930e-03	5.128870e-04	1.001790e+05	(6.994820e-01 1.676530e+00 0.000000e+00)
0.00052066   	1.524190e+03	1.180270e-03	5.125970e-04	1.001030e+05	(7.439530e-01 2.395610e+00 0.000000e+00)
0.00052086   	1.524200e+03	1.179070e-03	5.121630e-04	9.999990e+04	(7.581590e-01 3.124270e+00 0.000000e+00)
0.00052106   	1.524130e+03	1.177570e-03	5.116950e-04	9.999940e+04	(7.231600e-01 3.639260e+00 0.000000e+00)
0.00052126   	1.523970e+03	1.176070e-03	5.113060e-04	1.000710e+05	(6.814030e-01 3.886210e+00 0.000000e+00)
0.00052146   	1.523780e+03	1.174880e-03	5.110610e-04	1.004140e+05	(6.573750e-01 3.759400e+00 0.000000e+00)
0.00052166   	1.523620e+03	1.174200e-03	5.109760e-04	1.007680e+05	(6.468530e-01 3.272060e+00 0.000000e+00)
0.00052186   	1.523610e+03	1.174100e-03	5.109950e-04	1.010740e+05	(6.426050e-01 2.503120e+00 0.000000e+00)
0.00052206   	1.523790e+03	1.174460e-03	5.110090e-04	1.013210e+05	(6.441490e-01 1.579430e+00 0.000000e+00)
0.00052226   	1.524030e+03	1.174640e-03	5.108210e-04	1.015120e+05	(9.834520e-01 1.155660e+00 0.000000e+00)
0.00052246   	1.524260e+03	1.174340e-03	5.103460e-04	1.015760e+05	(1.609350e+00 8.513100e-01 0.000000e+00)
0.00052266   	1.524430e+03	1.173540e-03	5.096430e-04	1.014840e+05	(2.110000e+00 1.064150e+00 0.000000e+00)
0.00052286   	1.524480e+03	1.172350e-03	5.088430e-04	1.012410e+05	(2.480480e+00 1.471960e+00 0.000000e+00)
0.00052306   	1.524300e+03	1.170950e-03	5.081350e-04	1.009060e+05	(2.749150e+00 1.710600e+00 0.000000e+00)
0.00052326   	1.523830e+03	1.169560e-03	5.076390e-04	1.008430e+05	(2.905040e+00 1.830170e+00 0.000000e+00)
0.00052346   	1.523080e+03	1.168420e-03	5.074760e-04	1.007580e+05	(2.939420e+00 1.869790e+00 0.000000e+00)
0.00052366   	1.522090e+03	1.167690e-03	5.077170e-04	1.006250e+05	(2.824510e+00 1.887900e+00 0.000000e+00)
0.00052386   	1.520930e+03	1.167580e-03	5.083780e-04	1.004560e+05	(2.583110e+00 2.135960e+00 0.000000e+00)
0.00052406   	1.519750e+03	1.168120e-03	5.094560e-04	1.002810e+05	(2.496720e+00 2.420890e+00 0.000000e+00)
0.00052426   	1.518680e+03	1.169370e-03	5.108520e-04	1.001100e+05	(2.588120e+00 2.590350e+00 0.000000e+00)
0.00052446   	1.517700e+03	1.171250e-03	5.124440e-04	1.000000e+05	(2.562650e+00 2.562570e+00 0.000000e+00)
0.00052466   	1.516860e+03	1.173610e-03	5.141210e-04	9.999970e+04	(2.392360e+00 2.317320e+00 0.000000e+00)
0.00052486   	1.516160e+03	1.176180e-03	5.157690e-04	9.999940e+04	(2.063600e+00 1.902650e+00 0.000000e+00)
0.00052506   	1.515590e+03	1.178740e-03	5.172870e-04	9.999920e+04	(1.582430e+00 1.403190e+00 0.000000e+00)
0.00052526   	1.515210e+03	1.181060e-03	5.185540e-04	9.999910e+04	(1.203820e+00 9.212830e-01 0.000000e+00)
0.00052546   	1.514950e+03	1.183100e-03	5.195760e-04	9.999900e+04	(1.341650e+00 7.568320e-01 0.000000e+00)
0.00052566   	1.514880e+03	1.184720e-03	5.202070e-04	9.999910e+04	(1.414240e+00 6.936820e-01 0.000000e+00)
0.00052586   	1.515010e+03	1.185800e-03	5.204730e-04	9.999930e+04	(1.350810e+00 9.773590e-01 0.000000e+00)
0.00052606   	1.515340e+03	1.186350e-03	5.203490e-04	9.999950e+04	(1.130350e+00 1.314660e+00 0.000000e+00)
0.00052626   	1.515820e+03	1.186390e-03	5.198790e-04	9.999980e+04	(7.788200e-01 1.563120e+00 0.000000e+00)
0.00052646   	1.516460e+03	1.186030e-03	5.191470e-04	1.000080e+05	(6.402800e-01 1.732590e+00 0.000000e+00)
0.00052666   	1.517210e+03	1.185370e-03	5.182460e-04	1.001240e+05	(6.426970e-01 1.836330e+00 0.000000e+00)
0.00052686   	1.517890e+03	1.184230e-03	5.172530e-04	1.002560e+05	(6.480350e-01 1.876280e+00 0.000000e+00)
0.00052706   	1.518420e+03	1.182700e-03	5.162620e-04	1.003580e+05	(6.551290e-01 2.158260e+00 0.000000e+00)
0.00052726   	1.518780e+03	1.181030e-03	5.154150e-04	1.004330e+05	(6.627430e-01 2.394320e+00 0.000000e+00)
0.00052746   	1.518990e+03	1.179470e-03	5.147550e-04	1.004960e+05	(6.703050e-01 2.493630e+00 0.000000e+00)
0.00052766   	1.519080e+03	1.178260e-03	5.143510e-04	1.005690e+05	(6.913100e-01 2.396080e+00 0.000000e+00)
0.00052786   	1.519100e+03	1.177560e-03	5.142300e-04	1.007480e+05	(7.106750e-01 2.071890e+00 0.000000e+00)
0.00052806   	1.519090e+03	1.177480e-03	5.143840e-04	1.009520e+05	(7.375680e-01 1.532790e+00 0.000000e+00)
0.00052826   	1.519100e+03	1.178010e-03	5.147680e-04	1.011240e+05	(7.621090e-01 8.314410e-01 0.000000e+00)
0.00052846   	1.519000e+03	1.178700e-03	5.152400e-04	1.012480e+05	(9.427260e-01 8.237890e-01 0.000000e+00)
0.00052866   	1.518780e+03	1.179390e-03	5.157260e-04	1.013000e+05	(1.542150e+00 9.365600e-01 0.000000e+00)
0.00052886   	1.518480e+03	1.179980e-03	5.161830e-04	1.012540e+05	(2.138380e+00 1.570490e+00 0.000000e+00)
0.00052906   	1.518040e+03	1.180390e-03	5.165900e-04	1.010960e+05	(2.680510e+00 2.034860e+00 0.000000e+00)
0.00052926   	1.517470e+03	1.180590e-03	5.169340e-04	1.008300e+05	(3.103930e+00 2.312570e+00 0.000000e+00)
0.00052946   	1.516810e+03	1.180600e-03	5.172360e-04	1.004790e+05	(3.377800e+00 2.417570e+00 0.000000e+00)
0.00052966   	1.516070e+03	1.180540e-03	5.175430e-04	1.001320e+05	(3.458300e+00 2.380390e+00 0.000000e+00)
0.00052986   	1.515280e+03	1.180470e-03	5.178900e-04	1.000870e+05	(3.340370e+00 2.250690e+00 0.000000e+00)
0.00053006   	1.514470e+03	1.180540e-03	5.183190e-04	1.000640e+05	(3.017120e+00 2.067260e+00 0.000000e+00)
0.00053026   	1.513690e+03	1.180860e-03	5.188670e-04	1.000380e+05	(2.535340e+00 1.809930e+00 0.000000e+00)
0.00053046   	1.513050e+03	1.181520e-03	5.195610e-04	1.000050e+05	(1.965920e+00 1.489540e+00 0.000000e+00)
0.00053066   	1.512530e+03	1.182560e-03	5.204120e-04	1.000000e+05	(1.422240e+00 1.293510e+00 0.000000e+00)
0.00053086   	1.512190e+03	1.184070e-03	5.213680e-04	9.999990e+04	(1.234500e+00 1.124370e+00 0.000000e+00)
0.00053106   	1.512040e+03	1.185950e-03	5.223780e-04	9.999980e+04	(9.934390e-01 9.508660e-01 0.000000e+00)
0.00053126   	1.512070e+03	1.188030e-03	5.233790e-04	9.999960e+04	(8.139440e-01 8.620900e-01 0.000000e+00)
0.00053146   	1.512230e+03	1.189980e-03	5.242490e-04	9.999950e+04	(7.519770e-01 1.278850e+00 0.000000e+00)
0.00053166   	1.512480e+03	1.191610e-03	5.248980e-04	9.999940e+04	(7.047540e-01 1.623270e+00 0.000000e+00)
0.00053186   	1.512840e+03	1.192910e-03	5.253040e-04	9.999940e+04	(6.788720e-01 1.830070e+00 0.000000e+00)
0.00053206   	1.513300e+03	1.193860e-03	5.254780e-04	9.999940e+04	(6.664250e-01 1.896280e+00 0.000000e+00)
0.00053226   	1.513880e+03	1.194450e-03	5.254050e-04	1.000530e+05	(6.556540e-01 1.865860e+00 0.000000e+00)
0.00053246   	1.514550e+03	1.194710e-03	5.250910e-04	1.001400e+05	(6.478270e-01 1.740460e+00 0.000000e+00)
0.00053266   	1.515280e+03	1.194640e-03	5.245570e-04	1.002070e+05	(6.438140e-01 1.773440e+00 0.000000e+00)
0.00053286   	1.516020e+03	1.194190e-03	5.238390e-04	1.002900e+05	(6.438940e-01 1.710010e+00 0.000000e+00)
0.00053306   	1.516720e+03	1.193430e-03	5.230080e-04	1.003760e+05	(6.477970e-01 1.543540e+00 0.000000e+00)
0.00053326   	1.517350e+03	1.192470e-03	5.221520e-04	1.004810e+05	(6.547610e-01 1.286200e+00 0.000000e+00)
0.00053346   	1.517870e+03	1.191440e-03	5.213710e-04	1.005970e+05	(6.636360e-01 9.585320e-01 0.000000e+00)
0.00053366   	1.518240e+03	1.190520e-03	5.207550e-04	1.006720e+05	(6.737460e-01 7.617430e-01 0.000000e+00)
0.00053386   	1.518450e+03	1.189820e-03	5.204060e-04	1.007000e+05	(7.045130e-01 7.339730e-01 0.000000e+00)
0.00053406   	1.518490e+03	1.189410e-03	5.203270e-04	1.006830e+05	(7.616720e-01 8.027490e-01 0.000000e+00)
0.00053426   	1.518360e+03	1.189350e-03	5.205410e-04	1.006350e+05	(1.026770e+00 9.275580e-01 0.000000e+00)
0.00053446   	1.518080e+03	1.189640e-03	5.210270e-04	1.005980e+05	(1.329590e+00 1.215070e+00 0.000000e+00)
0.00053466   	1.517670e+03	1.190260e-03	5.217320e-04	1.006030e+05	(1.570010e+00 1.457380e+00 0.000000e+00)
0.00053486   	1.517180e+03	1.191140e-03	5.226010e-04	1.005860e+05	(1.718510e+00 1.624110e+00 0.000000e+00)
0.00053506   	1.516630e+03	1.192210e-03	5.235610e-04	1.005330e+05	(1.917090e+00 1.700810e+00 0.000000e+00)
0.00053526   	1.516040e+03	1.193370e-03	5.245480e-04	1.004320e+05	(2.177490e+00 1.769790e+00 0.000000e+00)
0.00053546   	1.515430e+03	1.194550e-03	5.255130e-04	1.002790e+05	(2.400050e+00 1.840570e+00 0.000000e+00)
0.00053566   	1.514790e+03	1.195660e-03	5.264030e-04	1.000780e+05	(2.553400e+00 1.824960e+00 0.000000e+00)
0.00053586   	1.514170e+03	1.196630e-03	5.271730e-04	9.999970e+04	(2.609360e+00 1.718460e+00 0.000000e+00)
0.00053606   	1.513630e+03	1.197490e-03	5.278200e-04	9.999970e+04	(2.538290e+00 1.526320e+00 0.000000e+00)
0.00053626   	1.513240e+03	1.198250e-03	5.283500e-04	9.999970e+04	(2.328810e+00 1.257930e+00 0.000000e+00)
0.00053646   	1.512980e+03	1.198960e-03	5.287610e-04	9.999980e+04	(1.980430e+00 9.248810e-01 0.000000e+00)
0.00053666   	1.512860e+03	1.199650e-03	5.290730e-04	9.999980e+04	(1.530610e+00 7.374650e-01 0.000000e+00)
0.00053686   	1.512910e+03	1.200370e-03	5.293130e-04	9.999990e+04	(1.021560e+00 7.221300e-01 0.000000e+00)
0.00053706   	1.513130e+03	1.201160e-03	5.295110e-04	9.999990e+04	(6.906820e-01 7.138180e-01 0.000000e+00)
0.00053726   	1.513480e+03	1.202070e-03	5.296940e-04	9.999990e+04	(6.846680e-01 1.007530e+00 0.000000e+00)
0.00053746   	1.513900e+03	1.202900e-03	5.298470e-04	9.999990e+04	(6.821370e-01 1.428980e+00 0.000000e+00)
0.00053766   	1.514290e+03	1.203390e-03	5.299090e-04	9.999990e+04	(6.795470e-01 1.774960e+00 0.000000e+00)
0.00053786   	1.514650e+03	1.203610e-03	5.298960e-04	9.999990e+04	(6.768120e-01 2.016320e+00 0.000000e+00)
0.00053806   	1.515010e+03	1.203660e-03	5.298250e-04	9.999990e+04	(6.739570e-01 2.154710e+00 0.000000e+00)
0.00053826   	1.515390e+03	1.203610e-03	5.297070e-04	1.001620e+05	(6.711910e-01 2.143760e+00 0.000000e+00)
0.00053846   	1.515800e+03	1.203550e-03	5.295480e-04	1.003760e+05	(6.688060e-01 1.984770e+00 0.000000e+00)
0.00053866   	1.516260e+03	1.203570e-03	5.293570e-04	1.005560e+05	(6.670620e-01 1.697140e+00 0.000000e+00)
0.00053886   	1.516780e+03	1.203710e-03	5.291530e-04	1.006940e+05	(6.661630e-01 1.319310e+00 0.000000e+00)
0.00053906   	1.517280e+03	1.203800e-03	5.288990e-04	1.007830e+05	(6.664890e-01 8.920710e-01 0.000000e+00)
0.00053926   	1.517700e+03	1.203710e-03	5.285980e-04	1.008220e+05	(8.485380e-01 6.868980e-01 0.000000e+00)
0.00053946   	1.518000e+03	1.203460e-03	5.282760e-04	1.008110e+05	(1.208420e+00 6.909670e-01 0.000000e+00)
0.00053966   	1.518200e+03	1.203110e-03	5.279820e-04	1.007500e+05	(1.508660e+00 7.020360e-01 0.000000e+00)
0.00053986   	1.518260e+03	1.202720e-03	5.277630e-04	1.006480e+05	(1.732160e+00 7.614990e-01 0.000000e+00)
0.00054006   	1.518190e+03	1.202370e-03	5.276640e-04	1.005300e+05	(1.870690e+00 9.764330e-01 0.000000e+00)
0.00054026   	1.517980e+03	1.202150e-03	5.277310e-04	1.004630e+05	(1.936520e+00 1.135850e+00 0.000000e+00)
0.00054046   	1.517650e+03	1.202150e-03	5.279930e-04	1.003870e+05	(1.935210e+00 1.254040e+00 0.000000e+00)
0.00054066   	1.517240e+03	1.202410e-03	5.284600e-04	1.002900e+05	(1.895020e+00 1.424750e+00 0.000000e+00)
0.00054086   	1.516760e+03	1.202990e-03	5.291330e-04	1.001740e+05	(1.826860e+00 1.570150e+00 0.000000e+00)
0.00054106   	1.516250e+03	1.203880e-03	5.299720e-04	1.000470e+05	(1.753870e+00 1.633960e+00 0.000000e+00)
0.00054126   	1.515750e+03	1.205060e-03	5.309410e-04	9.999990e+04	(1.725110e+00 1.609150e+00 0.000000e+00)
0.00054146   	1.515280e+03	1.206490e-03	5.319840e-04	9.999980e+04	(1.615980e+00 1.499140e+00 0.000000e+00)
0.00054166   	1.514880e+03	1.208070e-03	5.330360e-04	9.999970e+04	(1.544030e+00 1.312730e+00 0.000000e+00)
0.00054186   	1.514570e+03	1.209690e-03	5.340340e-04	9.999960e+04	(1.466820e+00 1.068590e+00 0.000000e+00)
0.00054206   	1.514380e+03	1.211280e-03	5.349190e-04	9.999950e+04	(1.377030e+00 8.378220e-01 0.000000e+00)
0.00054226   	1.514320e+03	1.212770e-03	5.356470e-04	9.999950e+04	(1.260600e+00 7.633820e-01 0.000000e+00)
0.00054246   	1.514400e+03	1.214090e-03	5.361900e-04	9.999960e+04	(1.114260e+00 7.173640e-01 0.000000e+00)
0.00054266   	1.514610e+03	1.215230e-03	5.365380e-04	9.999960e+04	(9.349290e-01 7.007960e-01 0.000000e+00)
0.00054286   	1.514960e+03	1.216150e-03	5.366950e-04	9.999970e+04	(7.218460e-01 6.939860e-01 0.000000e+00)
0.00054306   	1.515430e+03	1.216850e-03	5.366800e-04	9.999980e+04	(6.698930e-01 8.753640e-01 0.000000e+00)
0.00054326   	1.516000e+03	1.217340e-03	5.365250e-04	9.999990e+04	(6.664090e-01 1.042760e+00 0.000000e+00)
0.00054346   	1.516630e+03	1.217670e-03	5.362740e-04	1.000000e+05	(6.646910e-01 1.252580e+00 0.000000e+00)
0.00054366   	1.517270e+03	1.217820e-03	5.359610e-04	1.000330e+05	(6.647540e-01 1.442930e+00 0.000000e+00)
0.00054386   	1.517860e+03	1.217730e-03	5.355960e-04	1.001030e+05	(6.662850e-01 1.577630e+00 0.000000e+00)
0.00054406   	1.518380e+03	1.217480e-03	5.352480e-04	1.001710e+05	(6.690180e-01 1.637310e+00 0.000000e+00)
0.00054426   	1.518850e+03	1.217210e-03	5.349490e-04	1.002400e+05	(6.724750e-01 1.606310e+00 0.000000e+00)
0.00054446   	1.519250e+03	1.217040e-03	5.347460e-04	1.003650e+05	(6.762510e-01 1.476380e+00 0.000000e+00)
0.00054466   	1.519620e+03	1.217060e-03	5.346650e-04	1.005230e+05	(6.801160e-01 1.249090e+00 0.000000e+00)
0.00054486   	1.519970e+03	1.217340e-03	5.347100e-04	1.006530e+05	(6.893740e-01 9.365580e-01 0.000000e+00)
0.00054506   	1.520240e+03	1.217700e-03	5.348320e-04	1.007430e+05	(6.999850e-01 7.303800e-01 0.000000e+00)
0.00054526   	1.520410e+03	1.218090e-03	5.350080e-04	1.007890e+05	(8.475490e-01 7.477730e-01 0.000000e+00)
0.00054546   	1.520480e+03	1.218460e-03	5.352180e-04	1.007830e+05	(1.225150e+00 7.676190e-01 0.000000e+00)
0.00054566   	1.520450e+03	1.218800e-03	5.354540e-04	1.007260e+05	(1.587670e+00 7.996540e-01 0.000000e+00)
0.00054586   	1.520330e+03	1.219090e-03	5.357130e-04	1.006210e+05	(1.901860e+00 1.105810e+00 0.000000e+00)
0.00054606   	1.520110e+03	1.219330e-03	5.359950e-04	1.004760e+05	(2.137580e+00 1.333350e+00 0.000000e+00)
0.00054626   	1.519820e+03	1.219560e-03	5.363100e-04	1.003030e+05	(2.276120e+00 1.470810e+00 0.000000e+00)
0.00054646   	1.519470e+03	1.219830e-03	5.366800e-04	1.001210e+05	(2.313060e+00 1.515650e+00 0.000000e+00)
0.00054666   	1.519070e+03	1.220190e-03	5.371140e-04	1.000700e+05	(2.248780e+00 1.489490e+00 0.000000e+00)
0.00054686   	1.518680e+03	1.220680e-03	5.376140e-04	1.000280e+05	(2.094750e+00 1.406840e+00 0.000000e+00)
0.00054706   	1.518300e+03	1.221330e-03	5.381820e-04	1.000020e+05	(1.874220e+00 1.258610e+00 0.000000e+00)
0.00054726   	1.517980e+03	1.222190e-03	5.388190e-04	1.000000e+05	(1.619160e+00 1.111920e+00 0.000000e+00)
0.00054746   	1.517740e+03	1.223240e-03	5.395110e-04	9.999990e+04	(1.347150e+00 1.007200e+00 0.000000e+00)
0.00054766   	1.517600e+03	1.224480e-03	5.402330e-04	9.999980e+04	(1.083430e+00 8.816580e-01 0.000000e+00)
0.00054786   	1.517560e+03	1.225860e-03	5.409560e-04	9.999970e+04	(8.376570e-01 8.276980e-01 0.000000e+00)
0.00054806   	1.517630e+03	1.227320e-03	5.416480e-04	9.999970e+04	(7.365350e-01 7.765770e-01 0.000000e+00)
0.00054826   	1.517830e+03	1.228810e-03	5.422730e-04	9.999970e+04	(7.032820e-01 7.350110e-01 0.000000e+00)
0.00054846   	1.518140e+03	1.230260e-03	5.427970e-04	9.999970e+04	(6.864030e-01 8.160100e-01 0.000000e+00)
0.00054866   	1.518560e+03	1.231570e-03	5.431850e-04	9.999970e+04	(6.796530e-01 9.912950e-01 0.000000e+00)
0.00054886   	1.519070e+03	1.232680e-03	5.434130e-04	9.999970e+04	(6.735710e-01 1.109890e+00 0.000000e+00)
0.00054906   	1.519640e+03	1.233550e-03	5.434770e-04	9.999980e+04	(6.685430e-01 1.193200e+00 0.000000e+00)
0.00054926   	1.520270e+03	1.234160e-03	5.433860e-04	9.999990e+04	(6.647840e-01 1.226770e+00 0.000000e+00)
0.00054946   	1.520910e+03	1.234520e-03	5.431670e-04	1.000330e+05	(6.624760e-01 1.214760e+00 0.000000e+00)
0.00054966   	1.521550e+03	1.234670e-03	5.428550e-04	1.001160e+05	(6.619700e-01 1.163650e+00 0.000000e+00)
0.00054986   	1.522160e+03	1.234660e-03	5.424940e-04	1.002040e+05	(6.632730e-01 1.078720e+00 0.000000e+00)
0.00055006   	1.522710e+03	1.234540e-03	5.421340e-04	1.002900e+05	(6.663610e-01 9.629810e-01 0.000000e+00)
0.00055026   	1.523190e+03	1.234380e-03	5.418190e-04	1.003620e+05	(6.709800e-01 8.175100e-01 0.000000e+00)
0.00055046   	1.523570e+03	1.234250e-03	5.416060e-04	1.004170e+05	(6.767670e-01 6.969840e-01 0.000000e+00)
0.00055066   	1.523860e+03	1.234210e-03	5.415060e-04	1.004560e+05	(6.876740e-01 7.129550e-01 0.000000e+00)
0.00055086   	1.524050e+03	1.234290e-03	5.415410e-04	1.004870e+05	(7.628050e-01 7.482640e-01 0.000000e+00)
0.00055106   	1.524130e+03	1.234510e-03	5.417140e-04	1.005030e+05	(9.307140e-01 7.944990e-01 0.000000e+00)
0.00055126   	1.524120e+03	1.234870e-03	5.420200e-04	1.004980e+05	(1.114530e+00 8.464100e-01 0.000000e+00)
0.00055146   	1.524010e+03	1.235370e-03	5.424420e-04	1.004700e+05	(1.308310e+00 9.342950e-01 0.000000e+00)
0.00055166   	1.523820e+03	1.235980e-03	5.429580e-04	1.004170e+05	(1.504150e+00 1.046230e+00 0.000000e+00)
0.00055186   	1.523580e+03	1.236690e-03	5.435420e-04	1.003380e+05	(1.684110e+00 1.119810e+00 0.000000e+00)
0.00055206   	1.523290e+03	1.237450e-03	5.441640e-04	1.002370e+05	(1.834780e+00 1.195940e+00 0.000000e+00)
0.00055226   	1.522970e+03	1.238250e-03	5.448000e-04	1.001150e+05	(1.940330e+00 1.253630e+00 0.000000e+00)
0.00055246   	1.522650e+03	1.239060e-03	5.454240e-04	9.999990e+04	(1.983660e+00 1.249480e+00 0.000000e+00)
0.00055266   	1.522360e+03	1.239880e-03	5.460190e-04	9.999990e+04	(1.952900e+00 1.180630e+00 0.000000e+00)
0.00055286   	1.522110e+03	1.240700e-03	5.465740e-04	9.999980e+04	(1.846730e+00 1.049000e+00 0.000000e+00)
0.00055306   	1.521920e+03	1.241540e-03	5.470830e-04	9.999980e+04	(1.672480e+00 8.616750e-01 0.000000e+00)
0.00055326   	1.521820e+03	1.242400e-03	5.475470e-04	9.999980e+04	(1.439590e+00 7.730910e-01 0.000000e+00)
0.00055346   	1.521820e+03	1.243290e-03	5.479700e-04	9.999980e+04	(1.171200e+00 7.502260e-01 0.000000e+00)
0.00055366   	1.521920e+03	1.244230e-03	5.483550e-04	9.999980e+04	(8.876690e-01 7.309940e-01 0.000000e+00)
0.00055386   	1.522130e+03	1.245220e-03	5.487060e-04	9.999980e+04	(6.896820e-01 7.155060e-01 0.000000e+00)
0.00055406   	1.522440e+03	1.246230e-03	5.490210e-04	9.999980e+04	(6.846240e-01 7.061930e-01 0.000000e+00)
0.00055426   	1.522830e+03	1.247270e-03	5.493060e-04	9.999980e+04	(6.813800e-01 9.047770e-01 0.000000e+00)
0.00055446   	1.523290e+03	1.248290e-03	5.495520e-04	9.999990e+04	(6.782640e-01 1.097580e+00 0.000000e+00)
0.00055466   	1.523780e+03	1.249170e-03	5.497250e-04	9.999990e+04	(6.753760e-01 1.234770e+00 0.000000e+00)
0.00055486   	1.524280e+03	1.249880e-03	5.498200e-04	9.999990e+04	(6.728450e-01 1.310910e+00 0.000000e+00)
0.00055506   	1.524790e+03	1.250470e-03	5.498520e-04	1.000610e+05	(6.707780e-01 1.312520e+00 0.000000e+00)
0.00055526   	1.525310e+03	1.250970e-03	5.498310e-04	1.001930e+05	(6.694770e-01 1.242400e+00 0.000000e+00)
0.00055546   	1.525850e+03	1.251420e-03	5.497720e-04	1.003050e+05	(6.691230e-01 1.108440e+00 0.000000e+00)
0.00055566   	1.526350e+03	1.251750e-03	5.496710e-04	1.003930e+05	(6.696380e-01 9.229880e-01 0.000000e+00)
0.00055586   	1.526800e+03	1.251960e-03	5.495430e-04	1.004540e+05	(6.709740e-01 7.011080e-01 0.000000e+00)
0.00055606   	1.527190e+03	1.252090e-03	5.494080e-04	1.004870e+05	(6.831360e-01 6.944260e-01 0.000000e+00)
0.00055626   	1.527500e+03	1.252150e-03	5.492910e-04	1.004930e+05	(8.911400e-01 6.977980e-01 0.000000e+00)
0.00055646   	1.527720e+03	1.252180e-03	5.492190e-04	1.004750e+05	(1.079740e+00 7.070300e-01 0.000000e+00)
0.00055666   	1.527850e+03	1.252230e-03	5.492170e-04	1.004370e+05	(1.238800e+00 7.290090e-01 0.000000e+00)
0.00055686   	1.527890e+03	1.252330e-03	5.493070e-04	1.003820e+05	(1.365460e+00 7.647760e-01 0.000000e+00)
0.00055706   	1.527840e+03	1.252520e-03	5.495040e-04	1.003150e+05	(1.459640e+00 8.118720e-01 0.000000e+00)
0.00055726   	1.527710e+03	1.252830e-03	5.498150e-04	1.002470e+05	(1.521310e+00 9.067750e-01 0.000000e+00)
0.00055746   	1.527530e+03	1.253290e-03	5.502380e-04	1.001740e+05	(1.554330e+00 1.023650e+00 0.000000e+00)
0.00055766   	1.527300e+03	1.253910e-03	5.507650e-04	1.000960e+05	(1.565680e+00 1.101560e+00 0.000000e+00)
0.00055786   	1.527050e+03	1.254680e-03	5.513760e-04	1.000140e+05	(1.562210e+00 1.131530e+00 0.000000e+00)
0.00055806   	1.526790e+03	1.255590e-03	5.520750e-04	9.999990e+04	(1.544950e+00 1.111440e+00 0.000000e+00)
